"Row ID","ODR Reference","Data Recipient","Organisation Type","Purpose","Data Source","Data Type provided to applicant ","Legal basis for the release of personally identifiable data","Date of release"
"DRR76","ODR_2014_330","Guy's and St Thomas' NHS Foundation Trust","Academic Institution","The Urology Department at Guy's and St Thomas' NHS Foundation Trust request cancer registration on a patient group of  1789 men who we treated for prostate cancer at Guy's and St Thomas' NHS Foundation Trust in the period 2004-2013 to compare the cause specific and overall survival in men with organ confined prostate cancer treated with RARP or LDRB.","National Cancer Registration and Analysis Service","Personally identifiable","Direct Care",2015-05-14
"DRR77","ODR1516_041","Queen Mary University of London","Academic Institution","The aim of this study is to describe the variation of oesophageal cancer morphology data recorded the cancer registries from the availability of records in the 1970s until the most recent records. In addition, variation in morphology data will be modelled by the variables age groups and year of diagnosis. We are also requesting all cancers of the stomach to include cancers of the cardia and gastro-oesophageal junction in our analysis, and to investigate any similarities in morphology recordings between the two cancer sites.","National Cancer Registration and Analysis Service","Anonymised ","Regulation 2 (s251)",2015-05-19
"DRR78","ODR_2014_377","Clinical Practice Research DataLink","Government Agency (Health and Adult Social Care)","The main aim of this study is to aid in the planning of the BEST3 clinical trial by investigating the impact of potential inclusion and exclusion criteria.","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","Regulation 5 (s251)",2015-05-20
"DRR79","ODR1516_043","University Hospital Birmingham NHS Foundation Trust","CQC Registered Health or/and Social Care provider","To check the rectal RT categorisation of patients","National Cancer Registration and Analysis Service","Personally identifiable","Direct Care",2015-06-03
"DRR80","ODR1516_010","University of Birmingham","Academic Institution","Request is for pre-processed counts of activity and outcome. To be used to describe current levels and modelling of future levels of GI endoscopy activity. Our intention is to construct a model which starts with current activity levels of gastro-intentional endoscopy from a variety of routes including waits, surveillance and bowel screening; deals with any opening imbalance between activity and demand; takes into account changes in demography and morbidity; and makes adjustments to reflect the impact specific strategies or initiatives that might impact on demand (e.g. Bowel Cancer Screening, the OG campaign, direct access).","National Bowel Cancer Screening Programme","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2015-06-08
"DRR81","ODR_2014_331","Leeds Teaching Hospitals NHS Trust","CQC Registered Health or/and Social Care Provider","We wish to analyse outcomes for lung cancer patients first seen at Leeds Teaching Hospitals for ongoing follow up relating to the Leeds Early Lung Cancer Project.","National Cancer Registration and Analysis Service","Personally identifiable","Direct Care",2015-06-11
"DRR82","ODR_2014_306","University Hospitals of Leicester NHS Foundation Trust","CQC Registered Health or/and Social Care provider","Data is required to develop an NHS Trust database of thoracic malignancies which have been operated on within the trust and for which surplus tissue remains in the diagnostic archive.","National Cancer Registration and Analysis Service","Personally identifiable","Direct Care",2015-06-15
"DRR83","ODR1516_038","Hampshire Hospitals NHS Foundation Trust","CQC Registered Health or/and Social Care provider","This service evaluation aims to analyse and assess patients diagnosed with colorectal (and terminal ileal) NETs identified through the NHS BCSP.  Areas for analysis include the initial endoscopic, histological and radiological assessment as well as the Multi-Disciplinary Meeting guidance, treatment intervention, follow-up protocols, specialist referral, patient communication and support (i.e. the identification and collection of patient information for medical purpose in the interests of improving patient care). These will be audited against standards as published by UK and European guidelines with variances calculated.

Anticipated Output: This service evaluation aims to assist in establishing incidence and current practice in England that will help inform the updating of national UKINETS Guidelines not only for CR NET?s identified through the BCSP but also in the wider population.","National Bowel Cancer Screening Programme","Personally identifiable","Regulation 5 (s251)",2015-06-16
"DRR84","ODR_2014_361b","Royal College of Surgeons Clinical Effectiveness Unit","Independent Sector Organisation","The intended use(s) of the data are defined by CAG 8-03(PR9)/2013 (National Prostate Cancer Audit: analysis of existing datasets). In summary:

?The aim of the audit is to assess the process of care and its outcomes in men diagnosed with prostate cancer in England and Wales. The principal audit questions will examine the following against the available appropriate national clinical standards:
?service delivery and organisation of care in England and Wales
?characteristics of newly-diagnosed prostate cancer, how the cancer was detected and the referral pathway
?diagnostic and staging process and planning of initial treatment
?initial treatments received 
?patient experience and health outcomes 12 months after diagnosis
?overall and disease-free survival
?feasibility of a PSA testing audit in primary care?","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2015-06-30
"DRR85","ODR_2014_319","Royal Liverpool and Broadgreen University Hospitals NHS Trust","CQC Registered Health or/and Social Care provider","The Royal Liverpool has performed para-aortic lymph node dissections for a number of years. A clinical audit is being undertaken outcomes of these patients based on preoperative imaging and extent of dissection.  Identifiable  data is requested to ascertain which patients had a negative outcome and what their pre and perioperative variables were.","National Cancer Registration and Analysis Service","Personally identifiable","Direct Care",2015-07-01
"DRR86","ODR_2014_368","City University London","Academic Institution","This research aims to provide new evidence on the main drivers of cancer costs in England.  We will investigate the relative contribution of route to diagnosis, accessibility of health services and patient characteristics to the lifetime costs of cancer.","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2015-07-02
"DRR87","ODR1516_009","University of Manchester","Academic Institution","The aim of this project is to retrospectively assess the outcomes of all patients who are found to have HGD in sessile polyps that have been removed piecemeal within the national BCSP and 1) determine the number that have an initial incomplete EMR 2) determine the progression to surgery due to inability to complete the resection 3) assess the progression to cancer (and cancer stage) or further HGD over time in those with a normal site check at 3 months 4) determine if there are any prognostic factors which affect outcomes 1-3 including polyp site, size, pit pattern at index colonoscopy and patient demographics (gender and age at diagnosis).","National Bowel Cancer Screening Programme","Anonymised ","Regulation 2 (s251)",2015-07-02
"DRR88","ODR1516_040","University of Leeds","Academic Institution","The study will test the hypothesis that there is a time-dependent increase in CRC incidence following BS in England & Wales (E&W). Similar database-linkage methodology will be used to that employed in a previous population-based Swedish study (10), namely calculation of the SIR for CRC of BS patients and an obese no surgery cohort. This will enable comparison of the results of this study with the Swedish data (10). Importantly, the design of the current proposal will provide significant advantages over the Swedish study as: 1.the number of BS patients and CRC cases will be larger, thus increasing study power 2.linkage to the Clinical Practice Research Datalink (CPRD) will provide the opportunity to observe changes in BMI after BS that was not possible in the Swedish Registry study
3.linkage to the Clinical Practice Research Datalink (CPRD) will provide the opportunity to perform a preliminary investigation of whether colorectal adenoma risk increases after BS The study will also test the secondary hypothesis, therefore, that colorectal adenoma incidence increases with time after BS.","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2015-07-07
"DRR89","ODR_2014_364b","University Hospital Southampton NHS Foundation Trust","CQC Registered Health or/and Social Care provider","Survival and cause of death data is required for retrospective studies into Mesothelioma and Lung Cancer. We look to correlate clinical and research results with survival and cause of death data for specific patients so that we can understand factors that may influence survival or response to treatment.","National Cancer Registration and Analysis Service","Personally identifiable","Consent",2015-07-14
"DRR90","ODR1516_013a","Leeds Teaching Hospitals NHS Trust","Academic Institution","Prostate cancer (PCa) is the commonest cancer in men in the United Kingdom (UK) and the number of men with this disease is increasing. Its treatment may impact physically, psychologically and socially, affecting the health-related quality of life (HRQL) of men and their partners/spouses. In addition to improving treatments it is important to measure outcomes of importance to patients, partners/spouses so that services can be tailored to meet men?s needs. Using a series of linked projects our main AIMS are: 
?To describe the HRQL (e.g., physical, psychosocial) of men with prostate cancer using qualitative and quantitative methods; 
?To explore if and how their HRQL is associated (cross-sectional) or is predicted by (longitudinal) disease, treatment and/or patient characteristics with a view to  inform development of health care policy and service delivery in ways that better meet the needs of such men and their families;
?To describe the levels of patient empowerment and undertake preliminary exploration of the interaction between patient empowerment and HRQL.","National Cancer Registration and Analysis Service","Personally identifiable","Regulation 5 (s251)",2015-07-17
"DRR91","ODR1516_031","The Christie NHS Foundation Trust","CQC Registered Health or/and Social Care Provider","An  investigation into variation in survival across the North West region with the aim of assessing whether or not a more centralised service would improve outcomes for haematology patients. This is therefore a service effectiveness assessment/audit for haematology in the North West region.","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2015-07-17
"DRR92","ODR_2014_229a","University of East Anglia","Academic Institution","A study to investigate if access to a GP has any impact on routes into secondary care for treatment or palliation to test the following hypotheses: 

H1- Patients living farthest from GP and hospital are less likely to have their cancer detected in a national screening programme. We will test the association between distance/travel time and cancer diagnostic route.

H2- Distance to GP and to hospital of treatment is associated with the route to diagnosis and this is moderated by age, socio-economic status and rurality. We will test the association between distance to GP, and hospital of treatment with the route to diagnosis (Emergency Presentation, Inpatient Elective, Other Outpatient, GP Referral, Two Week Wait, Screen Detected and Death on Certificate). 

H3- Waiting times from diagnosis to treatment are influenced by distance to GP and to hospital. We will test the association between distance and the time difference from cancer diagnosis to first treatment.","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2015-07-22
"DRR93","ODR1516_036","National Hospital for Neurology and Neurosurgery","CQC Registered Health or/and Social Care provider","We are carrying out a study into outcomes after surgery for spinal metastases to determine the optimal surgical technique for different groups of patients with spinal metastases REC no.: 08/H0714/44. As well as health related quality of life measures, which we are collecting prospectively, survival time is a key outcome. ","National Cancer Registration and Analysis Service","Personally identifiable","Consent",2015-07-29
"DRR94","ODR1516_062","Health and Social Care Information Centre","Government Agency (Health and Adult Social Care)","The long-standing NorDIP audit has been aligned to collect all the variables necessary for the National Pregnancy in Diabetes Audit, both collections have been working to agree a process for sharing data, in order to avoid any duplication of data collection within the units and also maintain the integrity of the regional audit. The NPID audit enables all diabetes pregnancy services to measure their performance against NICE clinical guidelines and quality standards and peer units. It has been designed to limit the burden of local data collection by linking to data that is already collected from other sources. Data is presented back at a National and regional level publically.  Data is collected by a consented legal basis.  The 2014 annual report is due for publication in early November 2015.","National Congenital Anomaly and Rare Disease Registration Service ","Personally identifiable","Consent",2015-08-04
"DRR95","ODR1516_061","University Hospitals of Leicester NHS Foundation Trust","CQC Registered Health or/and Social Care provider","A review of endometrial cancer management is currently being undertaken at the University Hospitals of Leicester in order to plan service provision and identify needs of specific patient populations, in particular the BEM population. All cases diagnosed from 2003 have been identified and the clinicopathological data collated so that trends over time can be identified. As part of this review we would like to review the survival data and social deprivation scores for this cohort of patients.","National Cancer Registration and Analysis Service","Personally identifiable","Direct Care",2015-08-07
"DRR96","ODR_2014_408","University of Leeds","Academic Institution","The Data Recipient will conduct a case-control study designed to compare patients who had relapsed from melanoma with those who had survived at least 5 years after diagnosis within the Melanoma Lifestyle Study Cohort. The Data shall be used for case ascertainment, validation of baseline data and improving the completeness of pathology data held on the cohort to allow for case-mix adjustment.","National Cancer Registration and Analysis Service","Personally identifiable","Consent",2015-08-11
"DRR97","ODR_2014_376","Newcastle University","Academic Institution","The Data Recipient will conduct a retrospective cohort study on the long-term sequlae of radiation exposure from computed tomography in children and adolescents, summarised as:

?assess the risk of subsequent paediatric and young adult cancer after exposure to radiation from paediatric CT scans administered for purposes other than oncological investigation.  We will evaluate the risks of the a priori defined subgroup of malignancies of radiation-sensitive organs/tissues (leukaemia, brain, thyroid, bone and breast), and of all cancers combined. Data on non-cancer deaths will also be captured.  The study will construct a unique cohort which will form the basis for continued follow-up, allowing for assessment of cancer risk as the cohort members enter the age of increasing cancer risk, as well as evaluation of cancer and non-cancer mortality.

?to spearhead an international effort to initiate collaborative studies on cancer risk after CT exposure and to later pool the results to increase statistical power for more detailed analyses of the dose-response and effect modification and may also enable the study of rare outcomes; and
?evaluate trends in CT use in the UK according to patient and health care characteristics, using the data collected for the main aim of the study from the radiology departments.","National Cancer Registration and Analysis Service","Personally identifiable","Regulation 5 (s251)",2015-08-13
"DRR98","ODR_2014_366","University of Manchester","Academic Institution","Linkage to the national screening programme will also give us access to the frequency of breast cancer screening attendance. The UK breast screening programme has recently expanded to include women aged 47- 73 on a three yearly basis. Breast cancer is the most common cancer in the UK and although this is associated with an 85% 5 year survival rate there were still 11,500 attributable deaths in 2012. Past research has suggested that patients with RA may have lesser occurrence of breast cancer compared to those without RA.
Our own analysis of the BSRBR-RA dataset has also identified a trend towards lesser breast cancer in patients receiving TNF inhibitors which suggests that this association may relate to inflammation or another related factor. This linkage will allow us to look at whether the frequency of breast screening attendance is altered in this population.","National Breast Cancer Screening Programme, National Cervical Cancer Screening Programme","Personally identifiable","Consent",2015-08-14
"DRR99","ODR1516_017a","King's College London","Academic Institution","The purpose of the Integrated Drug Treatment System (IDTS) evaluation study is to ascertain the prevalence of three outcomes (mortality, community drug treatment uptake and offending) among discharged prisoners who while in prison were treated for opiate dependency with either methadone or buprenorphine opiate substitution treatment (OST).  The evaluation employs a case control design whereby the outcomes for prisoners discharged still in receipt of a therapeutic dose of OST (opioid tolerant) are compared with prisoners discharged with a zero or very low (sub therapeutic) level of opioid tolerance.","National Drug Treatment Monitoring Dataset","Personally identifiable","Regulation 5 (s251)",2015-08-17
"DRR100","ODR_2014_367c","University of Oxford","Academic Institution","The NHS Breast Screening Programme routinely invites women aged 50-70 years to come for triennial screening. Because of uncertainty about the effects of screening outside this age range, an England-wide cluster-randomised trial is under way. Its aim is to assess reliably the risks and benefits of additional invitations for screening before age 50 and, separately, after age 70.","National Cancer Registration and Analysis Service","Personally identifiable","Regulation 5 (s251)",2015-08-28
"DRR101","ODR1516_173","Royal College of Surgeons Clinical Effectiveness Unit","Independent Sector Organisation","The aim of the audit is to assess the process of care and its outcomes in men diagnosed with prostate cancer in England and Wales. The principal audit questions will examine the following against the available appropriate national clinical standards:
?service delivery and organisation of care in England and Wales
?characteristics of newly-diagnosed prostate cancer, how the cancer was detected and the referral pathway
?diagnostic and staging process and planning of initial treatment
?initial treatments received 
?patient experience and health outcomes 12 months after diagnosis
?overall and disease-free survival
?feasibility of a PSA testing audit in primary care?","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2015-09-01
"DRR102","ODR_2014_367b","University of Oxford","Academic Institution","The NHS Breast Screening Programme routinely invites women aged 50-70 years to come for triennial screening. Because of uncertainty about the effects of screening outside this age range, an England-wide cluster-randomised trial is under way. Its aim is to assess reliably the risks and benefits of additional invitations for screening before age 50 and, separately, after age 70.","National Breast Cancer Screening Programme","Personally identifiable","Regulation 5 (s251)",2015-09-08
"DRR103","ODR_2014_367d","University of Oxford","Academic Institution","The NHS Breast Screening Programme routinely invites women aged 50-70 years to come for triennial screening. Because of uncertainty about the effects of screening outside this age range, an England-wide cluster-randomised trial is under way. Its aim is to assess reliably the risks and benefits of additional invitations for screening before age 50 and, separately, after age 70.","National Cervical Cancer Screening Programme","Personally identifiable","Regulation 5 (s251)",2015-09-08
"DRR104","ODR1516_071a","University of Nottingham","Academic Institution","The Healthcare Quality Improvement Partnership (HQIP) commissioned National Lung Cancer Audit  is due to produce a report in December 2015 using data submitted by Trusts on patients diagnosed with lung cancer between 1 January and 31 December 2014. The performance of the providers of lung cancer will be analysed at a number of levels including individual Trust/Health Boards, Strategic Clinical Network and Thoracic Surgical Centres. Using these levels of analysis, multivariate logistic regression will be used to study access to treatment modalities (surgery, chemotherapy, and radiotherapy). The impact of the following confounders ? age, sex, socioeconomic status, stage, lung affected, histology and performance status (WHO) will be assessed.","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2015-09-09
"DRR105","ODR_2014_381","Leiden University Medical Centre","Academic Institution","Data will be provided by PHE to answer the following research questions:
1.What are the differences in treatment approach towards female breast cancer patients across European countries?
2.Are there different patterns of survival of breast cancer patients across Europe, that can be related to observed differences in treatment strategy?","National Cancer Registration and Analysis Service","Anonymised ","Regulation 2 (s251)",2015-09-10
"DRR106","ODR_2014_336","Sheffield Teaching Hospitals NHS Foundation Trust","CQC Registered Health or/and Social Care provider","An audit of potential excess risk of extra hepatic cancer in autoimmune hepatitis (AIH) patients e.g. after renal transplantation, immunosuppression use had been associated with increased malignancy list.","National Cancer Registration and Analysis Service","Personally identifiable","Direct Care",2015-09-11
"DRR107","ODR_2014_317","The Institute of Cancer Research","Academic Institution","The purpose of this study is to investigate genetic and environmental risk factors for cancer and mortality, with a focus on breast cancer aetiology, by establishing and gaining long-term follow up of a cohort of more than 100,000 women in the UK aged 16 years and older at entry. The study would especially: 

1.investigate gene-environment interactions and risk of breast cancer;
2.examine the separate contributions of shared environment and shared genetics to familial breast cancer risks; 
3.examine the aetiological roles for breast cancer of changing hormone levels, exercise and anthropometric variables through adult life, as well the roles of other behavioural, environmental and serological factors; 
4.search for common low penetrance genes and polymorphisms affecting risk of breast cancer; Although the main focus of the study is breast cancer, the study would also enable analyses similar to 1?4 to be undertaken for other cancers and major diseases.

Information from breast screening centres and from breast screening quality assurance regional centres, about mammography histories and outcomes for women participating in the Breakthrough Generations Study will be used to validate, and to complete, the self-reported information from study participants, and allow us to identify clearly the screen-detected breast cancers and interval cancers. The study will use these data to investigate factors that affect mode of breast cancer detection and attendance and efficacy of breast screening.","National Cancer Registration and Analysis Service","Personally identifiable","Consent",2015-09-15
"DRR108","ODR1516_025","University of Oxford","Academic Institution","The Million Women Study: We aim to examine the relationship between risk factors such as reproductive history, hormone use and lifestyle factors and subtypes of common cancers as defined by histological type and grade, stage, invasiveness, site-specific markers, and relevant combinations of these tumour characteristics.","National Cancer Registration and Analysis Service","Personally identifiable","Consent",2015-09-23
"DRR109","ODR_2014_358","Leeds Teaching Hospitals NHS Trust","CQC Registered Health or/and Social Care provider","We wish to enhance the diagnosis held within PPM with the registry approved diagnosis. We also need to co-morbidity extracted from HES data as this data has not been collected routinely. Data has previously been shared for all patients diagnosed or treated at LTHT between Jan 2000 and Dec 2011. This data was anonymised on receipt and therefore cannot be linked to the PPM record. The data will be used to assess the impact of co-morbidity on cancer outcomes and treatment decisions made throughout the life of a cancer patient.","National Cancer Registration and Analysis Service","Personally identifiable","Direct Care",2015-09-29
"DRR110","ODR1516_079b","Leeds Teaching Hospitals NHS Trust","CQC Registered Health or/and Social Care provider","The data will be used to assess the impact of co-morbidity on cancer outcomes and treatment decisions made throughout the life of a cancer patient.","National Cancer Registration and Analysis Service","Personally identifiable","Direct Care",2015-09-29
"DRR111","ODR1516_079a","Leeds Teaching Hospitals NHS Trust","CQC Registered Health or/and Social Care provider","Data is requested to enhance the diagnostic information held within Leeds University Teaching Hospital's PPM with the registry approved diagnosis.  The data will be used to assess the impact of co-morbidity on cancer outcomes and treatment decisions made throughout the life of a cancer patient.","National Cancer Registration and Analysis Service","Personally identifiable","Direct Care",2015-12-17
"DRR112","ODR_2014_380","Queen Mary University of London","Academic Institution","Using data on the incidence of cancer in England from 1971 to the latest available year, we aim 1) to make cancer incidence projections up to 2030 for children and young adults (age range: 0 to 24), and 2) to estimate the actual number of cases using national population projections.","National Cancer Registration and Analysis Service","Anonymised ","Regulation 2 (s251)",2015-10-05
"DRR113","ODR1516_020","Leiden University Medical Centre","Academic Institution","The following research questions will be answered with the dataset:
1. What is the current guideline recommended treatment for stage II colon cancer in each of the participating countries? Since when are those guidelines in their current form, and are they widely implemented? Are there differences in the guidelines between the countries? What is chemotherapy regimen advised by the guidelines?
2. What is the actual guideline adherence in each of these countries?
3. What type of chemotherapy regimen do they receive and how many cycles?
4. Do the differences in treatment strategy of stage II colon cancer patients, lead to differences in survival?
","National Cancer Registration and Analysis Service","Anonymised ","Regulation 2 (s251)",2015-10-13
"DRR114","ODR1516_021","Leiden University Medical Centre","Academic Institution","The following research questions will be answered with the dataset:
1. What is the current guideline recommended treatment for rectal cancer in each of the participating countries? Since when are those guidelines in their current form, and are they widely implemented? Are there differences in the guidelines between the countries? What is chemotherapy regimen advised by the guidelines?
2. What is the actual guideline adherence in each of these countries? Were most patients treated according to their guidelines? What type of chemotherapy regimen do they receive?
3. Do the differences in treatment strategy of rectal cancer patients, lead to differences in survival?","National Cancer Registration and Analysis Service","Anonymised ","Regulation 2 (s251)",2015-10-13
"DRR115","ODR1516_014","London School of Hygiene & Tropical Medicine","Academic Institution","CONCORD-2 will quantify international differences and trends in survival on all five continents for 10 common malignancies in adults, and leukaemia in children. It will aim to explain the extent to which differences may be attributable to differences in definition, type or stage of disease at diagnosis, or in clinical investigation or treatment, or the effectiveness of health care systems. It will aim to provide evidence to support health policy. 

By 2014, CONCORD-2 will start to provide regular information on world-wide survival trends among cancer patients diagnosed between 1990 and 2009 or later.

The aims of CONCORD-2 are: 

? To provide quantitative and directly comparable estimates of cancer survival in many countries world-wide, for 10 malignancies that are common in adults, and childhood leukaemia, using individual data from population-based cancer registries, supplied to agreed standards and analysed centrally;

 ? To document world-wide trends in cancer survival since 1995 as the basis for systematic global surveillance of cancer survival, to enable examination of the underlying causes of survival differences, and to derive measures such as the population ?cure? fraction, cancer prevalence and the number of avoidable premature deaths as a basis for informing national and global policy for cancer control.

Data shall be supplied for 2009-2013 inclusive.","National Cancer Registration and Analysis Service","Personally identifiable","Regulation 5 (s251)",2015-11-19
"DRR116","ODR1516_075","University of Nottingham","Academic Institution","QResearch is a pseudonymised clinical database derived from UK general practices which started in 2002. The aim of QResearch is to develop and maintain a high quality database of general practice derived data linked to secondary care data for use in ethical medical research. The database is used for medical research into the causes of disease, history treatment and outcomes. In particular, it has been used for research into health equalities;
safety of medicines; the development of risk prediction tools to identify those at risk of a future disease, such as cardiovascular disease, (www.qrisk.org) or those at risk of a current diagnosis of a disease such as cancer (www.qcancer.org)
","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2015-12-14
"DRR117","ODR1516_099","University of Oxford","Academic Institution","The data will be used to describe the epidemiology in England of four main breast cancer subtypes, (Luminal A, Luminal B, Her2 enriched, Triple negative) as defined by oestrogen receptor (ER), progesterone receptor (PR) and human epidermal growth factor 2 (HER2) expression, in relation to age and ethnicity of women with breast cancer, and other tumour characteristics.","National Cancer Registration and Analysis Service","De-personalised (ICO Anonymisation Code of Practice compliant)","No legal gateway required",2015-10-05
"DRR118","ODR1516_104","Piedmont Cancer Registry","Other","The project aims to analyse incidence and mortality trends for melanoma, using population based data from European cancer registries and making comparisons with extra-European results. The project will also undertake international comparison to detect if the different timing in the implementation of skin cancer campaigns or wider opportunity of vacation in sunnier countries would have had a differential effect on incidence rates trends of in situ, thin and thick melanomas.","National Cancer Registration and Analysis Service","Anonymised ","Regulation 2 (s251)",2015-12-09
